Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,6639939,-,b'Salta',b'Argentina',-24.4,-65.77,-3,3371,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,DHI,Temperature,GHI,DNI,Clearsky GHI
2019,1,1,0,0,0,10.600000000000001,0,0,0
2019,1,1,1,0,0,10.3,0,0,0
2019,1,1,2,0,0,9.9,0,0,0
2019,1,1,3,0,0,9.600000000000001,0,0,0
2019,1,1,4,0,0,9.4,0,0,0
2019,1,1,5,0,0,9.200000000000001,0,0,0
2019,1,1,6,0,0,9,0,0,0
2019,1,1,7,0,25,10.9,45,306,45
2019,1,1,8,0,57,14.3,270,749,270
2019,1,1,9,0,76,16.8,523,905,523
2019,1,1,10,0,89,18.3,759,982,759
2019,1,1,11,0,99,19.400000000000002,951,1022,951
2019,1,1,12,0,96,20.200000000000003,1088,1055,1088
2019,1,1,13,0,736,20.6,1005,270,1154
2019,1,1,14,0,650,20.400000000000002,934,286,1144
2019,1,1,15,0,634,19.700000000000003,936,324,1064
2019,1,1,16,0,462,18.8,670,255,920
2019,1,1,17,0,355,17.3,497,215,720
2019,1,1,18,0,164,15.4,170,14,484
2019,1,1,19,0,80,13.8,80,0,236
2019,1,1,20,0,17,12.8,17,0,27
2019,1,1,21,0,0,12.4,0,0,0
2019,1,1,22,0,0,12.100000000000001,0,0,0
2019,1,1,23,0,0,11.9,0,0,0
2019,1,2,0,0,0,11.600000000000001,0,0,0
2019,1,2,1,0,0,11.4,0,0,0
2019,1,2,2,0,0,11.3,0,0,0
2019,1,2,3,0,0,11.100000000000001,0,0,0
2019,1,2,4,0,0,11.3,0,0,0
2019,1,2,5,0,0,11.200000000000001,0,0,0
2019,1,2,6,0,0,10.9,0,0,0
2019,1,2,7,0,23,12,31,123,44
2019,1,2,8,0,119,15,180,214,268
2019,1,2,9,0,63,17.400000000000002,519,927,519
2019,1,2,10,0,74,18.8,753,997,753
2019,1,2,11,0,84,19.6,943,1032,943
2019,1,2,12,0,87,20,1078,1054,1078
2019,1,2,13,0,345,19.8,368,23,1140
2019,1,2,14,0,331,19.200000000000003,353,23,1136
2019,1,2,15,0,282,18.3,303,22,1053
2019,1,2,16,0,460,17.7,558,119,911
2019,1,2,17,0,289,17,312,35,715
2019,1,2,18,0,212,15.9,239,57,481
2019,1,2,19,0,111,14.600000000000001,138,105,233
2019,1,2,20,0,13,13.200000000000001,13,0,27
2019,1,2,21,0,0,12.8,0,0,0
2019,1,2,22,0,0,12.8,0,0,0
2019,1,2,23,0,0,12.9,0,0,0
2019,1,3,0,0,0,12.600000000000001,0,0,0
2019,1,3,1,0,0,12.100000000000001,0,0,0
2019,1,3,2,0,0,11.4,0,0,0
2019,1,3,3,0,0,10.8,0,0,0
2019,1,3,4,0,0,10.700000000000001,0,0,0
2019,1,3,5,0,0,11,0,0,0
2019,1,3,6,0,0,10.700000000000001,0,0,0
2019,1,3,7,0,23,11.700000000000001,40,262,40
2019,1,3,8,0,114,13.4,127,47,252
2019,1,3,9,0,49,13.600000000000001,49,0,495
2019,1,3,10,0,31,13.4,31,0,729
2019,1,3,11,0,58,13.100000000000001,58,0,925
2019,1,3,12,0,286,13,307,22,1059
2019,1,3,13,0,295,13,318,22,1128
2019,1,3,14,0,329,12.600000000000001,352,23,1128
2019,1,3,15,0,325,12.200000000000001,346,23,1056
2019,1,3,16,0,393,11.9,428,43,914
2019,1,3,17,0,187,11.5,197,14,716
2019,1,3,18,0,135,10.4,137,5,480
2019,1,3,19,0,17,8.9,17,0,230
2019,1,3,20,0,8,7.300000000000001,8,0,27
2019,1,3,21,0,0,6.800000000000001,0,0,0
2019,1,3,22,0,0,6.7,0,0,0
2019,1,3,23,0,0,6.800000000000001,0,0,0
2019,1,4,0,0,0,7,0,0,0
2019,1,4,1,0,0,7.4,0,0,0
2019,1,4,2,0,0,7.800000000000001,0,0,0
2019,1,4,3,0,0,7.800000000000001,0,0,0
2019,1,4,4,0,0,8.4,0,0,0
2019,1,4,5,0,0,7.800000000000001,0,0,0
2019,1,4,6,0,0,7,0,0,0
2019,1,4,7,0,23,7.800000000000001,40,287,40
2019,1,4,8,0,92,9.600000000000001,92,0,262
2019,1,4,9,0,171,11.5,178,15,513
2019,1,4,10,0,366,12.600000000000001,470,155,748
2019,1,4,11,0,87,14.3,943,1030,943
2019,1,4,12,0,92,15.8,1082,1055,1082
2019,1,4,13,0,99,16.5,1149,1057,1149
2019,1,4,14,0,102,16.7,1142,1049,1142
2019,1,4,15,0,101,16.3,1067,1035,1067
2019,1,4,16,0,96,15.3,922,1005,922
2019,1,4,17,0,286,14,309,34,724
2019,1,4,18,0,233,12.9,308,158,488
2019,1,4,19,0,98,11.8,102,17,237
2019,1,4,20,0,12,10.9,12,0,28
2019,1,4,21,0,0,10.5,0,0,0
2019,1,4,22,0,0,10.100000000000001,0,0,0
2019,1,4,23,0,0,9.8,0,0,0
2019,1,5,0,0,0,9.4,0,0,0
2019,1,5,1,0,0,9.1,0,0,0
2019,1,5,2,0,0,9.1,0,0,0
2019,1,5,3,0,0,9,0,0,0
2019,1,5,4,0,0,8.700000000000001,0,0,0
2019,1,5,5,0,0,8.200000000000001,0,0,0
2019,1,5,6,0,0,8,0,0,0
2019,1,5,7,0,20,9.600000000000001,22,33,36
2019,1,5,8,0,60,11.9,253,699,253
2019,1,5,9,0,77,14,506,883,506
2019,1,5,10,0,87,16,743,970,743
2019,1,5,11,0,96,17.6,938,1016,938
2019,1,5,12,0,101,18.5,1075,1038,1075
2019,1,5,13,0,104,19,1146,1050,1146
2019,1,5,14,0,103,19.200000000000003,1142,1048,1142
2019,1,5,15,0,117,18.2,1056,1006,1056
2019,1,5,16,0,112,17.2,911,972,911
2019,1,5,17,0,105,16,711,909,711
2019,1,5,18,0,92,14.9,476,808,476
2019,1,5,19,0,67,13.5,230,619,230
2019,1,5,20,0,20,12.3,28,158,28
2019,1,5,21,0,0,11.700000000000001,0,0,0
2019,1,5,22,0,0,11,0,0,0
2019,1,5,23,0,0,10.4,0,0,0
2019,1,6,0,0,0,9.5,0,0,0
2019,1,6,1,0,0,8.9,0,0,0
2019,1,6,2,0,0,7.7,0,0,0
2019,1,6,3,0,0,6.7,0,0,0
2019,1,6,4,0,0,6.4,0,0,0
2019,1,6,5,0,0,5.9,0,0,0
2019,1,6,6,0,0,5.5,0,0,0
2019,1,6,7,0,20,8.6,25,92,40
2019,1,6,8,0,46,13.4,273,834,273
2019,1,6,9,0,58,16.7,534,984,534
2019,1,6,10,0,65,18.6,773,1050,773
2019,1,6,11,0,71,19.8,968,1083,968
2019,1,6,12,0,78,20.6,1101,1092,1101
2019,1,6,13,0,85,21.200000000000003,1170,1093,1170
2019,1,6,14,0,87,21.400000000000002,1161,1083,1161
2019,1,6,15,0,554,21.400000000000002,738,197,1083
2019,1,6,16,0,81,20.900000000000002,940,1044,940
2019,1,6,17,0,357,20,516,239,744
2019,1,6,18,0,65,18.400000000000002,507,928,507
2019,1,6,19,0,48,15.600000000000001,255,782,255
2019,1,6,20,0,18,11.8,33,326,33
2019,1,6,21,0,0,10.3,0,0,0
2019,1,6,22,0,0,9.5,0,0,0
2019,1,6,23,0,0,8.6,0,0,0
2019,1,7,0,0,0,7.5,0,0,0
2019,1,7,1,0,0,6.5,0,0,0
2019,1,7,2,0,0,5.9,0,0,0
2019,1,7,3,0,0,5.300000000000001,0,0,0
2019,1,7,4,0,0,4.7,0,0,0
2019,1,7,5,0,0,4.1000000000000005,0,0,0
2019,1,7,6,0,0,3.4000000000000004,0,0,0
2019,1,7,7,0,18,5.9,41,430,41
2019,1,7,8,0,45,10.200000000000001,273,844,273
2019,1,7,9,0,59,13.4,535,986,535
2019,1,7,10,0,67,15.600000000000001,778,1059,778
2019,1,7,11,0,69,17.3,975,1096,975
2019,1,7,12,0,75,18.6,1113,1109,1113
2019,1,7,13,0,78,19.400000000000002,1178,1108,1178
2019,1,7,14,0,82,20,1173,1100,1173
2019,1,7,15,0,88,19.900000000000002,1096,1079,1096
2019,1,7,16,0,89,19.3,947,1042,947
2019,1,7,17,0,82,18.1,747,996,747
2019,1,7,18,0,70,16.5,509,920,509
2019,1,7,19,0,51,13.9,255,768,255
2019,1,7,20,0,19,10.4,33,309,33
2019,1,7,21,0,0,9.3,0,0,0
2019,1,7,22,0,0,8.4,0,0,0
2019,1,7,23,0,0,7.6000000000000005,0,0,0
2019,1,8,0,0,0,6.9,0,0,0
2019,1,8,1,0,0,6,0,0,0
2019,1,8,2,0,0,4.7,0,0,0
2019,1,8,3,0,0,3.8000000000000003,0,0,0
2019,1,8,4,0,0,3,0,0,0
2019,1,8,5,0,0,2.7,0,0,0
2019,1,8,6,0,0,2.6,0,0,0
2019,1,8,7,0,18,6,39,413,39
2019,1,8,8,0,43,10.9,273,856,273
2019,1,8,9,0,56,14.9,537,1000,537
2019,1,8,10,0,66,17.8,776,1059,776
2019,1,8,11,0,73,19.5,978,1096,978
2019,1,8,12,0,81,20.8,1111,1101,1111
2019,1,8,13,0,87,21.6,1180,1102,1180
2019,1,8,14,0,90,21.8,1175,1094,1175
2019,1,8,15,0,88,21.400000000000002,1096,1079,1096
2019,1,8,16,0,85,20.8,949,1048,949
2019,1,8,17,0,273,19.6,673,599,750
2019,1,8,18,0,70,17.8,509,917,509
2019,1,8,19,0,55,14.9,251,737,251
2019,1,8,20,0,20,11.5,32,260,32
2019,1,8,21,0,0,10.4,0,0,0
2019,1,8,22,0,0,9.5,0,0,0
2019,1,8,23,0,0,8.4,0,0,0
2019,1,9,0,0,0,7.2,0,0,0
2019,1,9,1,0,0,5.9,0,0,0
2019,1,9,2,0,0,4.7,0,0,0
2019,1,9,3,0,0,3.9000000000000004,0,0,0
2019,1,9,4,0,0,3.3000000000000003,0,0,0
2019,1,9,5,0,0,2.9000000000000004,0,0,0
2019,1,9,6,0,0,2.5,0,0,0
2019,1,9,7,0,18,5.9,36,387,36
2019,1,9,8,0,47,10.8,266,826,266
2019,1,9,9,0,65,14.700000000000001,527,967,527
2019,1,9,10,0,76,17.1,767,1033,767
2019,1,9,11,0,80,18.6,966,1075,966
2019,1,9,12,0,79,19.8,1106,1099,1106
2019,1,9,13,0,81,20.8,1177,1105,1177
2019,1,9,14,0,82,21.200000000000003,1173,1100,1173
2019,1,9,15,0,90,21,1090,1069,1090
2019,1,9,16,0,92,20,942,1030,942
2019,1,9,17,0,86,18.2,740,977,740
2019,1,9,18,0,89,16.2,493,843,493
2019,1,9,19,0,67,13.9,241,655,241
2019,1,9,20,0,21,11.3,31,202,31
2019,1,9,21,0,0,10.5,0,0,0
2019,1,9,22,0,0,9.700000000000001,0,0,0
2019,1,9,23,0,0,8.9,0,0,0
2019,1,10,0,0,0,8,0,0,0
2019,1,10,1,0,0,6.800000000000001,0,0,0
2019,1,10,2,0,0,5.6000000000000005,0,0,0
2019,1,10,3,0,0,4.5,0,0,0
2019,1,10,4,0,0,3.4000000000000004,0,0,0
2019,1,10,5,0,0,2.6,0,0,0
2019,1,10,6,0,0,2.1,0,0,0
2019,1,10,7,0,18,5.800000000000001,18,0,36
2019,1,10,8,0,38,10.8,260,842,271
2019,1,10,9,0,78,14.100000000000001,499,883,531
2019,1,10,10,0,72,15.200000000000001,766,1040,766
2019,1,10,11,0,82,15.600000000000001,959,1066,959
2019,1,10,12,0,93,16,1090,1068,1090
2019,1,10,13,0,98,16.400000000000002,1161,1072,1161
2019,1,10,14,0,725,16.2,981,257,1158
2019,1,10,15,0,600,15.600000000000001,889,309,1080
2019,1,10,16,0,483,14.4,806,391,934
2019,1,10,17,0,93,12.200000000000001,734,956,734
2019,1,10,18,0,209,10.3,232,47,493
2019,1,10,19,0,94,8.4,96,6,241
2019,1,10,20,0,14,7,14,0,31
2019,1,10,21,0,0,6.300000000000001,0,0,0
2019,1,10,22,0,0,5.9,0,0,0
2019,1,10,23,0,0,5.7,0,0,0
2019,1,11,0,0,0,5.5,0,0,0
2019,1,11,1,0,0,5.2,0,0,0
2019,1,11,2,0,0,5,0,0,0
2019,1,11,3,0,0,4.5,0,0,0
2019,1,11,4,0,0,4,0,0,0
2019,1,11,5,0,0,4,0,0,0
2019,1,11,6,0,0,3.9000000000000004,0,0,0
2019,1,11,7,0,9,4.9,9,0,28
2019,1,11,8,0,111,7.9,145,129,245
2019,1,11,9,0,162,11,427,561,499
2019,1,11,10,0,301,13.200000000000001,633,499,736
2019,1,11,11,0,98,14.5,933,1015,933
2019,1,11,12,0,624,15.4,909,305,1073
2019,1,11,13,0,570,15.5,885,318,1146
2019,1,11,14,0,558,15.3,634,77,1145
2019,1,11,15,0,539,14.700000000000001,639,106,1068
2019,1,11,16,0,471,13.700000000000001,656,223,922
2019,1,11,17,0,350,12.3,548,295,727
2019,1,11,18,0,236,11.100000000000001,326,186,487
2019,1,11,19,0,110,9.600000000000001,125,55,238
2019,1,11,20,0,24,8.200000000000001,24,0,31
2019,1,11,21,0,0,7.7,0,0,0
2019,1,11,22,0,0,7.300000000000001,0,0,0
2019,1,11,23,0,0,6.800000000000001,0,0,0
2019,1,12,0,0,0,6.300000000000001,0,0,0
2019,1,12,1,0,0,5.5,0,0,0
2019,1,12,2,0,0,4.6000000000000005,0,0,0
2019,1,12,3,0,0,4.1000000000000005,0,0,0
2019,1,12,4,0,0,3.8000000000000003,0,0,0
2019,1,12,5,0,0,3.2,0,0,0
2019,1,12,6,0,0,2.6,0,0,0
2019,1,12,7,0,15,5.1000000000000005,15,0,30
2019,1,12,8,0,75,8.4,212,529,258
2019,1,12,9,0,58,12.5,521,981,521
2019,1,12,10,0,67,14.9,767,1055,767
2019,1,12,11,0,75,16.400000000000002,966,1086,966
2019,1,12,12,0,82,17.400000000000002,1107,1099,1107
2019,1,12,13,0,88,18,1174,1095,1174
2019,1,12,14,0,89,18.3,1171,1091,1171
2019,1,12,15,0,94,18,1093,1067,1093
2019,1,12,16,0,92,17.3,947,1033,947
2019,1,12,17,0,86,16,745,982,745
2019,1,12,18,0,79,14.200000000000001,502,879,502
2019,1,12,19,0,60,12,247,695,247
2019,1,12,20,0,21,10,32,225,32
2019,1,12,21,0,0,9.5,0,0,0
2019,1,12,22,0,0,8.8,0,0,0
2019,1,12,23,0,0,8.1,0,0,0
2019,1,13,0,0,0,7.6000000000000005,0,0,0
2019,1,13,1,0,0,7.1000000000000005,0,0,0
2019,1,13,2,0,0,6.6000000000000005,0,0,0
2019,1,13,3,0,0,6.1000000000000005,0,0,0
2019,1,13,4,0,0,5.5,0,0,0
2019,1,13,5,0,0,4.9,0,0,0
2019,1,13,6,0,0,4.5,0,0,0
2019,1,13,7,0,17,6.800000000000001,26,241,26
2019,1,13,8,0,50,11,247,767,247
2019,1,13,9,0,63,14.5,511,951,511
2019,1,13,10,0,70,16.5,756,1036,756
2019,1,13,11,0,77,17.900000000000002,956,1072,956
2019,1,13,12,0,82,18.7,1093,1085,1093
2019,1,13,13,0,87,19.1,1166,1089,1166
2019,1,13,14,0,89,19.1,1158,1077,1158
2019,1,13,15,0,113,18.6,1074,1026,1074
2019,1,13,16,0,120,17.5,924,971,924
2019,1,13,17,0,120,15.8,719,891,719
2019,1,13,18,0,237,14.100000000000001,325,182,473
2019,1,13,19,0,90,12.700000000000001,210,447,228
2019,1,13,20,0,14,11.600000000000001,14,0,28
2019,1,13,21,0,0,11.100000000000001,0,0,0
2019,1,13,22,0,0,10.8,0,0,0
2019,1,13,23,0,0,10.600000000000001,0,0,0
2019,1,14,0,0,0,10.200000000000001,0,0,0
2019,1,14,1,0,0,9.9,0,0,0
2019,1,14,2,0,0,9.5,0,0,0
2019,1,14,3,0,0,8.8,0,0,0
2019,1,14,4,0,0,8.200000000000001,0,0,0
2019,1,14,5,0,0,7.4,0,0,0
2019,1,14,6,0,0,6.4,0,0,0
2019,1,14,7,0,12,8.200000000000001,12,0,24
2019,1,14,8,0,49,11.4,244,769,244
2019,1,14,9,0,64,14.9,505,943,505
2019,1,14,10,0,75,17,746,1016,746
2019,1,14,11,0,83,18.2,945,1053,945
2019,1,14,12,0,95,19.200000000000003,1085,1064,1085
2019,1,14,13,0,625,19.8,921,299,1154
2019,1,14,14,0,109,19.8,1149,1047,1149
2019,1,14,15,0,551,19.1,679,137,1063
2019,1,14,16,0,428,17.5,480,62,913
2019,1,14,17,0,87,15.5,87,0,713
2019,1,14,18,0,164,13.8,170,13,471
2019,1,14,19,0,16,12.700000000000001,16,0,230
2019,1,14,20,0,8,12,8,0,29
2019,1,14,21,0,0,11.5,0,0,0
2019,1,14,22,0,0,10.8,0,0,0
2019,1,14,23,0,0,10.100000000000001,0,0,0
2019,1,15,0,0,0,9.8,0,0,0
2019,1,15,1,0,0,9.4,0,0,0
2019,1,15,2,0,0,9,0,0,0
2019,1,15,3,0,0,8.4,0,0,0
2019,1,15,4,0,0,7.6000000000000005,0,0,0
2019,1,15,5,0,0,6.7,0,0,0
2019,1,15,6,0,0,6.300000000000001,0,0,0
2019,1,15,7,0,15,8.200000000000001,23,262,23
2019,1,15,8,0,46,11.700000000000001,242,780,242
2019,1,15,9,0,61,15.100000000000001,501,944,501
2019,1,15,10,0,73,17.6,744,1019,744
2019,1,15,11,0,82,18.8,944,1054,944
2019,1,15,12,0,95,19.400000000000002,1081,1059,1081
2019,1,15,13,0,102,19.8,1150,1059,1150
2019,1,15,14,0,103,19.700000000000003,1147,1053,1147
2019,1,15,15,0,111,18.8,1070,1024,1070
2019,1,15,16,0,118,17.400000000000002,921,969,921
2019,1,15,17,0,115,15.600000000000001,720,899,720
2019,1,15,18,0,214,13.9,394,373,480
2019,1,15,19,0,115,12.4,160,168,236
2019,1,15,20,0,21,11.4,21,0,30
2019,1,15,21,0,0,10.9,0,0,0
2019,1,15,22,0,0,10.5,0,0,0
2019,1,15,23,0,0,10,0,0,0
2019,1,16,0,0,0,9.5,0,0,0
2019,1,16,1,0,0,9,0,0,0
2019,1,16,2,0,0,8.700000000000001,0,0,0
2019,1,16,3,0,0,8.700000000000001,0,0,0
2019,1,16,4,0,0,8.8,0,0,0
2019,1,16,5,0,0,8.5,0,0,0
2019,1,16,6,0,0,8.200000000000001,0,0,0
2019,1,16,7,0,10,8.8,10,0,20
2019,1,16,8,0,65,11.100000000000001,209,581,232
2019,1,16,9,0,68,14.5,493,915,493
2019,1,16,10,0,80,17.3,739,1003,739
2019,1,16,11,0,89,19.1,943,1047,943
2019,1,16,12,0,98,20.3,1090,1067,1090
2019,1,16,13,0,103,21,1164,1073,1164
2019,1,16,14,0,105,21.200000000000003,1160,1063,1160
2019,1,16,15,0,111,20.900000000000002,1082,1036,1082
2019,1,16,16,0,438,19.8,749,374,934
2019,1,16,17,0,364,18.2,474,163,732
2019,1,16,18,0,13,16.3,13,0,492
2019,1,16,19,0,6,14.3,6,0,239
2019,1,16,20,0,3,12.4,3,0,30
2019,1,16,21,0,0,11.8,0,0,0
2019,1,16,22,0,0,11.3,0,0,0
2019,1,16,23,0,0,11.100000000000001,0,0,0
2019,1,17,0,0,0,10.9,0,0,0
2019,1,17,1,0,0,10.4,0,0,0
2019,1,17,2,0,0,9.5,0,0,0
2019,1,17,3,0,0,8.8,0,0,0
2019,1,17,4,0,0,8.4,0,0,0
2019,1,17,5,0,0,8.1,0,0,0
2019,1,17,6,0,0,8.200000000000001,0,0,0
2019,1,17,7,0,12,10.700000000000001,12,0,19
2019,1,17,8,0,56,14.3,228,698,228
2019,1,17,9,0,77,16.7,484,881,484
2019,1,17,10,0,92,18.400000000000002,724,964,724
2019,1,17,11,0,103,19.400000000000002,924,1007,924
2019,1,17,12,0,109,19.900000000000002,1065,1030,1065
2019,1,17,13,0,112,19.900000000000002,1137,1036,1137
2019,1,17,14,0,114,19.400000000000002,1135,1029,1135
2019,1,17,15,0,636,18.400000000000002,952,336,1058
2019,1,17,16,0,45,17.5,45,0,915
2019,1,17,17,0,22,15.9,22,0,718
2019,1,17,18,0,125,14.100000000000001,126,3,485
2019,1,17,19,0,10,11.9,10,0,240
2019,1,17,20,0,8,10.100000000000001,8,0,30
2019,1,17,21,0,0,9.1,0,0,0
2019,1,17,22,0,0,8.3,0,0,0
2019,1,17,23,0,0,7.4,0,0,0
2019,1,18,0,0,0,6.9,0,0,0
2019,1,18,1,0,0,6.6000000000000005,0,0,0
2019,1,18,2,0,0,6.2,0,0,0
2019,1,18,3,0,0,6,0,0,0
2019,1,18,4,0,0,5.800000000000001,0,0,0
2019,1,18,5,0,0,5.6000000000000005,0,0,0
2019,1,18,6,0,0,5.300000000000001,0,0,0
2019,1,18,7,0,5,5.5,5,0,17
2019,1,18,8,0,35,6.4,35,0,220
2019,1,18,9,0,223,8.1,288,141,473
2019,1,18,10,0,333,10,388,85,711
2019,1,18,11,0,462,11.4,592,160,909
2019,1,18,12,0,124,12.5,1053,1002,1053
2019,1,18,13,0,132,13.700000000000001,1130,1009,1130
2019,1,18,14,0,134,14.5,1131,1005,1131
2019,1,18,15,0,135,14.600000000000001,1060,986,1060
2019,1,18,16,0,451,14,712,315,920
2019,1,18,17,0,268,12.8,286,26,724
2019,1,18,18,0,212,11,236,48,486
2019,1,18,19,0,73,9.1,237,610,237
2019,1,18,20,0,22,7.6000000000000005,30,164,30
2019,1,18,21,0,0,6.9,0,0,0
2019,1,18,22,0,0,6.5,0,0,0
2019,1,18,23,0,0,6.1000000000000005,0,0,0
2019,1,19,0,0,0,5.9,0,0,0
2019,1,19,1,0,0,5.7,0,0,0
2019,1,19,2,0,0,5.5,0,0,0
2019,1,19,3,0,0,5.300000000000001,0,0,0
2019,1,19,4,0,0,5.2,0,0,0
2019,1,19,5,0,0,5,0,0,0
2019,1,19,6,0,0,4.800000000000001,0,0,0
2019,1,19,7,0,13,5.800000000000001,16,107,16
2019,1,19,8,0,57,8.3,219,667,219
2019,1,19,9,0,187,11.3,202,32,478
2019,1,19,10,0,323,13.600000000000001,555,355,723
2019,1,19,11,0,94,15.5,929,1028,929
2019,1,19,12,0,103,16.5,1077,1050,1077
2019,1,19,13,0,106,17.1,1153,1060,1153
2019,1,19,14,0,105,17.400000000000002,1155,1058,1155
2019,1,19,15,0,102,17.3,1085,1047,1085
2019,1,19,16,0,96,16.7,942,1020,942
2019,1,19,17,0,87,15.3,745,976,745
2019,1,19,18,0,74,13.4,507,895,507
2019,1,19,19,0,56,11,249,718,249
2019,1,19,20,0,20,9.1,31,241,31
2019,1,19,21,0,0,8.6,0,0,0
2019,1,19,22,0,0,8.200000000000001,0,0,0
2019,1,19,23,0,0,7.9,0,0,0
2019,1,20,0,0,0,7.5,0,0,0
2019,1,20,1,0,0,7.2,0,0,0
2019,1,20,2,0,0,6.9,0,0,0
2019,1,20,3,0,0,6.4,0,0,0
2019,1,20,4,0,0,5.9,0,0,0
2019,1,20,5,0,0,5.5,0,0,0
2019,1,20,6,0,0,5.6000000000000005,0,0,0
2019,1,20,7,0,12,7.9,15,132,15
2019,1,20,8,0,52,11.4,222,709,222
2019,1,20,9,0,71,14.700000000000001,480,898,480
2019,1,20,10,0,84,16.5,725,986,725
2019,1,20,11,0,93,17.8,928,1029,928
2019,1,20,12,0,93,18.8,1079,1064,1079
2019,1,20,13,0,97,19.400000000000002,1159,1074,1159
2019,1,20,14,0,99,19.6,1160,1070,1160
2019,1,20,15,0,92,19.5,1088,1062,1088
2019,1,20,16,0,475,18.900000000000002,631,188,945
2019,1,20,17,0,352,18,549,292,747
2019,1,20,18,0,129,16.3,471,708,505
2019,1,20,19,0,21,13.9,21,0,249
2019,1,20,20,0,20,11.4,31,229,31
2019,1,20,21,0,0,10.700000000000001,0,0,0
2019,1,20,22,0,0,10.600000000000001,0,0,0
2019,1,20,23,0,0,10.3,0,0,0
2019,1,21,0,0,0,9.9,0,0,0
2019,1,21,1,0,0,9.5,0,0,0
2019,1,21,2,0,0,9.5,0,0,0
2019,1,21,3,0,0,9.5,0,0,0
2019,1,21,4,0,0,9.4,0,0,0
2019,1,21,5,0,0,9.3,0,0,0
2019,1,21,6,0,0,9.1,0,0,0
2019,1,21,7,0,12,10.700000000000001,14,138,14
2019,1,21,8,0,48,14.200000000000001,219,721,219
2019,1,21,9,0,65,16.6,478,909,478
2019,1,21,10,0,77,18.2,720,990,720
2019,1,21,11,0,85,19.3,925,1037,925
2019,1,21,12,0,91,20.1,1070,1059,1070
2019,1,21,13,0,97,20.3,1146,1063,1146
2019,1,21,14,0,104,19.700000000000003,1147,1052,1147
2019,1,21,15,0,108,18.7,1073,1029,1073
2019,1,21,16,0,107,17.400000000000002,932,994,932
2019,1,21,17,0,100,16,735,941,735
2019,1,21,18,0,158,14.5,445,592,496
2019,1,21,19,0,115,13.100000000000001,147,119,243
2019,1,21,20,0,14,11.8,14,0,29
2019,1,21,21,0,0,11.5,0,0,0
2019,1,21,22,0,0,11.200000000000001,0,0,0
2019,1,21,23,0,0,10.9,0,0,0
2019,1,22,0,0,0,10.600000000000001,0,0,0
2019,1,22,1,0,0,10.4,0,0,0
2019,1,22,2,0,0,10.200000000000001,0,0,0
2019,1,22,3,0,0,10,0,0,0
2019,1,22,4,0,0,10.100000000000001,0,0,0
2019,1,22,5,0,0,10.200000000000001,0,0,0
2019,1,22,6,0,0,9.700000000000001,0,0,0
2019,1,22,7,0,0,10.700000000000001,0,0,0
2019,1,22,8,0,56,13.700000000000001,209,650,209
2019,1,22,9,0,76,16.3,464,859,464
2019,1,22,10,0,88,18.3,709,959,709
2019,1,22,11,0,95,19.6,915,1014,915
2019,1,22,12,0,95,20.8,1065,1049,1065
2019,1,22,13,0,101,21.200000000000003,1145,1058,1145
2019,1,22,14,0,104,21.1,1147,1052,1147
2019,1,22,15,0,99,20.6,1076,1042,1076
2019,1,22,16,0,96,19.400000000000002,936,1013,936
2019,1,22,17,0,89,18,737,961,737
2019,1,22,18,0,77,16.5,501,878,501
2019,1,22,19,0,58,14.600000000000001,246,703,246
2019,1,22,20,0,20,13.200000000000001,30,213,30
2019,1,22,21,0,0,12.700000000000001,0,0,0
2019,1,22,22,0,0,12.3,0,0,0
2019,1,22,23,0,0,12.100000000000001,0,0,0
2019,1,23,0,0,0,12.200000000000001,0,0,0
2019,1,23,1,0,0,11.700000000000001,0,0,0
2019,1,23,2,0,0,10.700000000000001,0,0,0
2019,1,23,3,0,0,10.200000000000001,0,0,0
2019,1,23,4,0,0,10.600000000000001,0,0,0
2019,1,23,5,0,0,10.9,0,0,0
2019,1,23,6,0,0,10.9,0,0,0
2019,1,23,7,0,0,12.200000000000001,0,0,0
2019,1,23,8,0,80,15.3,169,381,211
2019,1,23,9,0,107,17.8,437,734,467
2019,1,23,10,0,78,19.5,711,980,711
2019,1,23,11,0,86,20.3,915,1027,915
2019,1,23,12,0,89,20.700000000000003,1066,1057,1066
