Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,6707035,-,b'Salta',b'Argentina',-24.72,-65.41,0,1230,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,GHI,DNI,Clearsky GHI
2022,1,1,0,0,26.200000000000003,0,0,0,0
2022,1,1,1,0,25.6,0,0,0,0
2022,1,1,2,0,25.3,0,0,0,0
2022,1,1,3,0,24.8,0,0,0,0
2022,1,1,4,0,24.1,0,0,0,0
2022,1,1,5,0,23.8,0,0,0,0
2022,1,1,6,0,23.200000000000003,0,0,0,0
2022,1,1,7,0,22.6,0,0,0,0
2022,1,1,8,0,22.3,0,0,0,0
2022,1,1,9,0,22.400000000000002,0,0,0,0
2022,1,1,10,0,25.3,28,42,194,42
2022,1,1,11,0,29.3,75,249,599,249
2022,1,1,12,0,32.1,99,493,789,493
2022,1,1,13,0,34.4,112,724,892,724
2022,1,1,14,0,36.2,120,915,950,915
2022,1,1,15,0,37.4,109,1055,1004,1055
2022,1,1,16,0,38.2,112,1116,1009,1116
2022,1,1,17,0,38.300000000000004,115,1102,997,1102
2022,1,1,18,0,38,114,1020,976,1020
2022,1,1,19,0,37.1,375,652,340,870
2022,1,1,20,0,35.7,190,663,719,673
2022,1,1,21,0,33.9,95,443,745,443
2022,1,1,22,0,31.5,70,205,526,205
2022,1,1,23,0,28.3,16,16,0,20
2022,1,2,0,0,27,0,0,0,0
2022,1,2,1,0,26.200000000000003,0,0,0,0
2022,1,2,2,0,25.700000000000003,0,0,0,0
2022,1,2,3,0,25.3,0,0,0,0
2022,1,2,4,0,24.700000000000003,0,0,0,0
2022,1,2,5,0,24,0,0,0,0
2022,1,2,6,0,23.400000000000002,0,0,0,0
2022,1,2,7,0,22.8,0,0,0,0
2022,1,2,8,0,22.400000000000002,0,0,0,0
2022,1,2,9,0,21.900000000000002,0,0,0,0
2022,1,2,10,0,24.200000000000003,25,45,286,45
2022,1,2,11,0,28,61,260,692,260
2022,1,2,12,0,30.8,79,507,860,507
2022,1,2,13,0,32.9,90,738,946,738
2022,1,2,14,0,34.5,98,926,991,926
2022,1,2,15,0,35.7,110,1055,1003,1055
2022,1,2,16,0,36.4,114,1119,1011,1119
2022,1,2,17,0,36.6,116,1106,1000,1106
2022,1,2,18,0,36.300000000000004,127,1019,959,1019
2022,1,2,19,0,35.4,486,635,182,872
2022,1,2,20,0,34.1,118,673,841,673
2022,1,2,21,0,32.4,277,317,85,441
2022,1,2,22,0,30.1,82,203,469,203
2022,1,2,23,0,27.400000000000002,17,19,53,19
2022,1,3,0,0,26.6,0,0,0,0
2022,1,3,1,0,26,0,0,0,0
2022,1,3,2,0,25.400000000000002,0,0,0,0
2022,1,3,3,0,25.1,0,0,0,0
2022,1,3,4,0,25,0,0,0,0
2022,1,3,5,0,24.5,0,0,0,0
2022,1,3,6,0,23.900000000000002,0,0,0,0
2022,1,3,7,0,23.5,0,0,0,0
2022,1,3,8,0,23.1,0,0,0,0
2022,1,3,9,0,22.700000000000003,0,0,0,0
2022,1,3,10,0,23.8,25,27,35,27
2022,1,3,11,0,25.900000000000002,129,213,295,213
2022,1,3,12,0,28,186,442,515,442
2022,1,3,13,0,29.6,215,664,658,664
2022,1,3,14,0,31.1,227,853,749,853
2022,1,3,15,0,32.4,176,1006,883,1006
2022,1,3,16,0,32.9,186,1071,890,1071
2022,1,3,17,0,33.1,333,975,648,1064
2022,1,3,18,0,32.800000000000004,146,932,845,990
2022,1,3,19,0,32.300000000000004,166,849,835,849
2022,1,3,20,0,31.5,204,633,649,658
2022,1,3,21,0,30,228,352,264,430
2022,1,3,22,0,27.700000000000003,138,188,192,199
2022,1,3,23,0,25.6,17,17,0,19
2022,1,4,0,0,24.900000000000002,0,0,0,0
2022,1,4,1,0,24.3,0,0,0,0
2022,1,4,2,0,23.8,0,0,0,0
2022,1,4,3,0,23.3,0,0,0,0
2022,1,4,4,0,23.1,0,0,0,0
2022,1,4,5,0,22.6,0,0,0,0
2022,1,4,6,0,22.1,0,0,0,0
2022,1,4,7,0,21.900000000000002,0,0,0,0
2022,1,4,8,0,21.8,0,0,0,0
2022,1,4,9,0,21.700000000000003,0,0,0,0
2022,1,4,10,0,23.6,25,37,166,37
2022,1,4,11,0,26.1,77,236,560,236
2022,1,4,12,0,28.200000000000003,105,473,745,473
2022,1,4,13,0,30.3,120,699,850,699
2022,1,4,14,0,31.6,127,887,912,887
2022,1,4,15,0,32.4,132,1020,944,1020
2022,1,4,16,0,32.6,435,457,22,1086
2022,1,4,17,0,32.300000000000004,294,962,675,1078
2022,1,4,18,0,31.8,431,776,371,1004
2022,1,4,19,0,30.6,394,462,82,860
2022,1,4,20,0,29.1,356,402,69,664
2022,1,4,21,0,27.6,100,100,0,435
2022,1,4,22,0,25.6,47,47,0,204
2022,1,4,23,0,24.200000000000003,12,12,0,21
2022,1,5,0,0,23.700000000000003,0,0,0,0
2022,1,5,1,0,23.1,0,0,0,0
2022,1,5,2,0,22.8,0,0,0,0
2022,1,5,3,0,22.400000000000002,0,0,0,0
2022,1,5,4,0,22,0,0,0,0
2022,1,5,5,0,21.700000000000003,0,0,0,0
2022,1,5,6,0,21,0,0,0,0
2022,1,5,7,0,20.400000000000002,0,0,0,0
2022,1,5,8,0,19.900000000000002,0,0,0,0
2022,1,5,9,0,19.6,0,0,0,0
2022,1,5,10,0,19.900000000000002,22,22,0,32
2022,1,5,11,0,21,157,164,25,227
2022,1,5,12,0,22.6,250,263,26,466
2022,1,5,13,0,24.6,408,487,115,693
2022,1,5,14,0,26.200000000000003,497,691,233,887
2022,1,5,15,0,27.400000000000002,145,1024,935,1024
2022,1,5,16,0,28.3,167,1040,880,1091
2022,1,5,17,0,28.6,391,392,1,1086
2022,1,5,18,0,28.5,88,88,0,1000
2022,1,5,19,0,27.900000000000002,488,683,237,859
2022,1,5,20,0,26.900000000000002,73,73,0,665
2022,1,5,21,0,25.5,19,19,0,438
2022,1,5,22,0,23.6,8,8,0,203
2022,1,5,23,0,21.8,8,8,0,21
2022,1,6,0,0,21.200000000000003,0,0,0,0
2022,1,6,1,0,20.700000000000003,0,0,0,0
2022,1,6,2,0,20.400000000000002,0,0,0,0
2022,1,6,3,0,20.1,0,0,0,0
2022,1,6,4,0,19.8,0,0,0,0
2022,1,6,5,0,19.6,0,0,0,0
2022,1,6,6,0,19.5,0,0,0,0
2022,1,6,7,0,19.200000000000003,0,0,0,0
2022,1,6,8,0,18.8,0,0,0,0
2022,1,6,9,0,18.5,0,0,0,0
2022,1,6,10,0,19.400000000000002,20,20,0,32
2022,1,6,11,0,21,109,110,2,227
2022,1,6,12,0,22.900000000000002,226,232,12,461
2022,1,6,13,0,25.200000000000003,352,378,38,685
2022,1,6,14,0,27,200,200,0,873
2022,1,6,15,0,28.200000000000003,469,483,15,1010
2022,1,6,16,0,28.700000000000003,330,331,1,1076
2022,1,6,17,0,29,291,292,0,1070
2022,1,6,18,0,28.700000000000003,184,184,0,987
2022,1,6,19,0,28,486,587,124,845
2022,1,6,20,0,26.900000000000002,392,447,83,652
2022,1,6,21,0,25.700000000000003,75,75,0,425
2022,1,6,22,0,24.3,22,22,0,195
2022,1,6,23,0,22.700000000000003,10,10,0,17
2022,1,7,0,0,22.200000000000003,0,0,0,0
2022,1,7,1,0,21.8,0,0,0,0
2022,1,7,2,0,21.5,0,0,0,0
2022,1,7,3,0,21.1,0,0,0,0
2022,1,7,4,0,20.8,0,0,0,0
2022,1,7,5,0,20.400000000000002,0,0,0,0
2022,1,7,6,0,20.1,0,0,0,0
2022,1,7,7,0,19.8,0,0,0,0
2022,1,7,8,0,19.400000000000002,0,0,0,0
2022,1,7,9,0,19.1,0,0,0,0
2022,1,7,10,0,20.6,24,27,50,27
2022,1,7,11,0,23.200000000000003,116,117,2,215
2022,1,7,12,0,25.400000000000002,130,130,0,448
2022,1,7,13,0,27.200000000000003,177,672,732,672
2022,1,7,14,0,28.6,193,860,804,860
2022,1,7,15,0,29.6,163,1010,903,1010
2022,1,7,16,0,30.200000000000003,564,734,171,1075
2022,1,7,17,0,30.3,476,976,504,1072
2022,1,7,18,0,29.8,456,467,12,994
2022,1,7,19,0,29.200000000000003,83,83,0,853
2022,1,7,20,0,28.200000000000003,308,314,10,659
2022,1,7,21,0,27,237,247,20,432
2022,1,7,22,0,25.1,113,114,2,200
2022,1,7,23,0,23.5,12,12,0,19
2022,1,8,0,0,23,0,0,0,0
2022,1,8,1,0,22.5,0,0,0,0
2022,1,8,2,0,22.1,0,0,0,0
2022,1,8,3,0,21.700000000000003,0,0,0,0
2022,1,8,4,0,21.200000000000003,0,0,0,0
2022,1,8,5,0,20.900000000000002,0,0,0,0
2022,1,8,6,0,20.400000000000002,0,0,0,0
2022,1,8,7,0,19.900000000000002,0,0,0,0
2022,1,8,8,0,19.400000000000002,0,0,0,0
2022,1,8,9,0,19.200000000000003,0,0,0,0
2022,1,8,10,0,20,12,12,0,27
2022,1,8,11,0,21.5,55,55,0,214
2022,1,8,12,0,23.3,20,20,0,447
2022,1,8,13,0,25.6,157,157,0,671
2022,1,8,14,0,27.700000000000003,298,299,1,860
2022,1,8,15,0,29.200000000000003,438,954,551,976
2022,1,8,16,0,30.1,524,979,459,1046
2022,1,8,17,0,30.200000000000003,462,468,6,1044
2022,1,8,18,0,30.1,521,636,123,978
2022,1,8,19,0,29.700000000000003,165,165,0,835
2022,1,8,20,0,28.700000000000003,337,354,24,641
2022,1,8,21,0,27.3,282,300,39,416
2022,1,8,22,0,25.400000000000002,93,93,1,190
2022,1,8,23,0,23.3,10,10,0,15
2022,1,9,0,0,22.6,0,0,0,0
2022,1,9,1,0,21.900000000000002,0,0,0,0
2022,1,9,2,0,21.5,0,0,0,0
2022,1,9,3,0,21,0,0,0,0
2022,1,9,4,0,20.8,0,0,0,0
2022,1,9,5,0,20.8,0,0,0,0
2022,1,9,6,0,20.8,0,0,0,0
2022,1,9,7,0,20.700000000000003,0,0,0,0
2022,1,9,8,0,20.6,0,0,0,0
2022,1,9,9,0,20.5,0,0,0,0
2022,1,9,10,0,22,19,19,0,24
2022,1,9,11,0,25,162,175,48,210
2022,1,9,12,0,27.6,253,265,24,444
2022,1,9,13,0,29.5,177,670,731,670
2022,1,9,14,0,31,202,855,788,855
2022,1,9,15,0,31.900000000000002,491,525,36,998
2022,1,9,16,0,31.900000000000002,576,916,342,1059
2022,1,9,17,0,31.3,231,1051,827,1051
2022,1,9,18,0,30.700000000000003,251,968,769,968
2022,1,9,19,0,29.900000000000002,416,508,113,826
2022,1,9,20,0,28.8,373,467,141,632
2022,1,9,21,0,27.700000000000003,269,305,75,409
2022,1,9,22,0,26.1,57,57,1,184
2022,1,9,23,0,24.6,11,11,6,11
2022,1,10,0,0,24.1,0,0,0,0
2022,1,10,1,0,23.8,0,0,0,0
2022,1,10,2,0,23.5,0,0,0,0
2022,1,10,3,0,23.3,0,0,0,0
2022,1,10,4,0,22.900000000000002,0,0,0,0
2022,1,10,5,0,22.400000000000002,0,0,0,0
2022,1,10,6,0,22.1,0,0,0,0
2022,1,10,7,0,21.900000000000002,0,0,0,0
2022,1,10,8,0,21.700000000000003,0,0,0,0
2022,1,10,9,0,21.5,0,0,0,0
2022,1,10,10,0,22,11,11,6,11
2022,1,10,11,0,23.1,116,116,1,186
2022,1,10,12,0,24.700000000000003,106,106,0,416
2022,1,10,13,0,26.400000000000002,257,638,567,638
2022,1,10,14,0,27.700000000000003,282,826,658,826
2022,1,10,15,0,28.700000000000003,222,985,816,985
2022,1,10,16,0,29.200000000000003,217,1057,847,1057
2022,1,10,17,0,29.3,201,1061,868,1061
2022,1,10,18,0,29.400000000000002,176,996,878,996
2022,1,10,19,0,28.900000000000002,160,861,851,861
2022,1,10,20,0,28.1,141,648,759,671
2022,1,10,21,0,27.1,264,283,40,447
2022,1,10,22,0,25.3,82,212,490,212
2022,1,10,23,0,23.700000000000003,12,12,0,24
2022,1,11,0,0,23.400000000000002,0,0,0,0
2022,1,11,1,0,22.900000000000002,0,0,0,0
2022,1,11,2,0,22.400000000000002,0,0,0,0
2022,1,11,3,0,21.900000000000002,0,0,0,0
2022,1,11,4,0,21.400000000000002,0,0,0,0
2022,1,11,5,0,21,0,0,0,0
2022,1,11,6,0,20.8,0,0,0,0
2022,1,11,7,0,20.8,0,0,0,0
2022,1,11,8,0,20.6,0,0,0,0
2022,1,11,9,0,20.400000000000002,0,0,0,0
2022,1,11,10,0,21.6,16,16,0,24
2022,1,11,11,0,23.6,54,54,1,211
2022,1,11,12,0,26,154,155,0,445
2022,1,11,13,0,28.400000000000002,387,439,77,670
2022,1,11,14,0,29.900000000000002,383,713,400,858
2022,1,11,15,0,31.1,208,991,838,991
2022,1,11,16,0,31.6,594,906,314,1060
2022,1,11,17,0,31.700000000000003,476,1001,530,1055
2022,1,11,18,0,31.5,202,991,845,991
2022,1,11,19,0,30.900000000000002,192,853,803,853
2022,1,11,20,0,30,248,256,12,662
2022,1,11,21,0,28.8,34,34,0,434
2022,1,11,22,0,26.8,51,51,0,201
2022,1,11,23,0,24.8,16,16,0,19
2022,1,12,0,0,24.1,0,0,0,0
2022,1,12,1,0,23.700000000000003,0,0,0,0
2022,1,12,2,0,23.400000000000002,0,0,0,0
2022,1,12,3,0,22.900000000000002,0,0,0,0
2022,1,12,4,0,22.400000000000002,0,0,0,0
2022,1,12,5,0,22,0,0,0,0
2022,1,12,6,0,21.700000000000003,0,0,0,0
2022,1,12,7,0,21.200000000000003,0,0,0,0
2022,1,12,8,0,20.700000000000003,0,0,0,0
2022,1,12,9,0,20.3,0,0,0,0
2022,1,12,10,0,22,19,20,28,20
2022,1,12,11,0,25.1,161,173,47,207
2022,1,12,12,0,27.700000000000003,154,445,607,445
2022,1,12,13,0,29.6,185,673,730,673
2022,1,12,14,0,31,201,868,809,868
2022,1,12,15,0,32.2,166,1021,916,1021
2022,1,12,16,0,33,166,1094,936,1094
2022,1,12,17,0,33,169,1093,932,1093
2022,1,12,18,0,32.1,166,1020,914,1020
2022,1,12,19,0,30.8,166,876,862,876
2022,1,12,20,0,29.3,152,682,793,682
2022,1,12,21,0,27.900000000000002,126,455,691,455
2022,1,12,22,0,26.1,85,218,503,218
2022,1,12,23,0,24.6,20,24,88,24
2022,1,13,0,0,24,0,0,0,0
2022,1,13,1,0,22.900000000000002,0,0,0,0
2022,1,13,2,0,22.1,0,0,0,0
2022,1,13,3,0,21.8,0,0,0,0
2022,1,13,4,0,21.5,0,0,0,0
2022,1,13,5,0,21.200000000000003,0,0,0,0
2022,1,13,6,0,20.8,0,0,0,0
2022,1,13,7,0,20.400000000000002,0,0,0,0
2022,1,13,8,0,20.200000000000003,0,0,0,0
2022,1,13,9,0,19.900000000000002,0,0,0,0
2022,1,13,10,0,21.8,17,20,70,20
2022,1,13,11,0,25.8,83,209,480,209
2022,1,13,12,0,28.700000000000003,119,450,694,450
2022,1,13,13,0,30.8,143,681,808,681
2022,1,13,14,0,32.4,158,874,869,874
2022,1,13,15,0,33.6,149,1023,936,1023
2022,1,13,16,0,34.300000000000004,155,1095,949,1095
2022,1,13,17,0,34.6,155,1095,949,1095
2022,1,13,18,0,34.6,145,1023,939,1023
2022,1,13,19,0,33.9,143,885,900,885
2022,1,13,20,0,32.800000000000004,132,689,832,689
2022,1,13,21,0,31.200000000000003,116,455,710,455
2022,1,13,22,0,28.1,85,213,484,213
2022,1,13,23,0,24.6,18,21,65,21
2022,1,14,0,0,23.700000000000003,0,0,0,0
2022,1,14,1,0,23.200000000000003,0,0,0,0
2022,1,14,2,0,22.8,0,0,0,0
2022,1,14,3,0,22.5,0,0,0,0
2022,1,14,4,0,22.1,0,0,0,0
2022,1,14,5,0,21.5,0,0,0,0
2022,1,14,6,0,20.700000000000003,0,0,0,0
2022,1,14,7,0,20.1,0,0,0,0
2022,1,14,8,0,19.700000000000003,0,0,0,0
2022,1,14,9,0,19.6,0,0,0,0
2022,1,14,10,0,22.200000000000003,14,16,49,16
2022,1,14,11,0,26.200000000000003,91,198,410,198
2022,1,14,12,0,28.8,138,433,622,433
2022,1,14,13,0,30.8,169,659,736,659
2022,1,14,14,0,32.300000000000004,192,850,801,850
2022,1,14,15,0,33.4,156,1013,919,1013
2022,1,14,16,0,34,165,1084,928,1084
2022,1,14,17,0,34.1,171,1082,919,1082
2022,1,14,18,0,33.800000000000004,175,1009,892,1009
2022,1,14,19,0,33,173,865,839,865
2022,1,14,20,0,31.8,165,671,757,671
2022,1,14,21,0,30.3,147,439,612,439
2022,1,14,22,0,28.1,103,201,369,201
2022,1,14,23,0,25.5,16,18,31,18
2022,1,15,0,0,24.8,0,0,0,0
2022,1,15,1,0,24.1,0,0,0,0
2022,1,15,2,0,23.5,0,0,0,0
2022,1,15,3,0,22.8,0,0,0,0
2022,1,15,4,0,21.900000000000002,0,0,0,0
2022,1,15,5,0,21.3,0,0,0,0
2022,1,15,6,0,20.900000000000002,0,0,0,0
2022,1,15,7,0,20.8,0,0,0,0
2022,1,15,8,0,20.8,0,0,0,0
2022,1,15,9,0,20.8,0,0,0,0
2022,1,15,10,0,22.8,14,16,55,16
2022,1,15,11,0,25.900000000000002,87,199,432,199
2022,1,15,12,0,28.3,139,429,615,429
2022,1,15,13,0,30.1,187,649,697,649
2022,1,15,14,0,31.5,232,833,733,833
2022,1,15,15,0,32.5,171,995,883,995
2022,1,15,16,0,32.9,201,1058,865,1058
2022,1,15,17,0,32.800000000000004,232,1045,820,1045
2022,1,15,18,0,32.1,241,242,1,970
2022,1,15,19,0,31.1,100,100,0,822
2022,1,15,20,0,29.900000000000002,238,633,590,633
2022,1,15,21,0,28.6,152,154,5,413
2022,1,15,22,0,27,11,11,0,191
2022,1,15,23,0,25.200000000000003,13,13,0,16
2022,1,16,0,0,24.400000000000002,0,0,0,0
2022,1,16,1,0,23.900000000000002,0,0,0,0
2022,1,16,2,0,23.3,0,0,0,0
2022,1,16,3,0,23,0,0,0,0
2022,1,16,4,0,22.8,0,0,0,0
2022,1,16,5,0,22.3,0,0,0,0
2022,1,16,6,0,21.700000000000003,0,0,0,0
2022,1,16,7,0,21.3,0,0,0,0
2022,1,16,8,0,21,0,0,0,0
2022,1,16,9,0,21,0,0,0,0
2022,1,16,10,0,23.6,11,12,14,12
2022,1,16,11,0,27.3,116,184,264,184
2022,1,16,12,0,29.8,210,221,23,408
2022,1,16,13,0,31.700000000000003,238,628,590,628
2022,1,16,14,0,33.300000000000004,258,819,685,819
2022,1,16,15,0,34.6,156,993,899,993
2022,1,16,16,0,35.300000000000004,164,1066,911,1066
2022,1,16,17,0,35.2,436,759,326,1064
2022,1,16,18,0,34.6,454,789,359,978
2022,1,16,19,0,33.6,366,388,27,841
2022,1,16,20,0,31.900000000000002,237,242,8,648
2022,1,16,21,0,29.8,175,181,11,424
2022,1,16,22,0,27.700000000000003,130,138,30,198
2022,1,16,23,0,25.5,17,19,42,19
2022,1,17,0,0,24.8,0,0,0,0
2022,1,17,1,0,24.6,0,0,0,0
2022,1,17,2,0,24.200000000000003,0,0,0,0
2022,1,17,3,0,24.6,0,0,0,0
2022,1,17,4,0,24.900000000000002,0,0,0,0
2022,1,17,5,0,24.6,0,0,0,0
2022,1,17,6,0,24.1,0,0,0,0
2022,1,17,7,0,23.6,0,0,0,0
2022,1,17,8,0,23.400000000000002,0,0,0,0
2022,1,17,9,0,23.3,0,0,0,0
2022,1,17,10,0,24.700000000000003,14,16,49,16
2022,1,17,11,0,28,84,197,448,197
2022,1,17,12,0,30.8,127,431,651,431
2022,1,17,13,0,32.9,160,656,751,656
2022,1,17,14,0,34.4,189,843,799,843
2022,1,17,15,0,35.2,160,993,896,993
2022,1,17,16,0,35.6,303,982,687,1060
2022,1,17,17,0,35.6,349,355,6,1057
2022,1,17,18,0,34.7,465,707,260,984
2022,1,17,19,0,33.4,399,512,137,842
2022,1,17,20,0,32,320,367,71,650
2022,1,17,21,0,29.8,10,10,0,422
2022,1,17,22,0,27.200000000000003,4,4,0,194
2022,1,17,23,0,25.5,11,11,0,16
2022,1,18,0,0,24.700000000000003,0,0,0,0
2022,1,18,1,0,24.200000000000003,0,0,0,0
2022,1,18,2,0,23.900000000000002,0,0,0,0
2022,1,18,3,0,23.8,0,0,0,0
2022,1,18,4,0,23.6,0,0,0,0
2022,1,18,5,0,23.400000000000002,0,0,0,0
2022,1,18,6,0,22.8,0,0,0,0
2022,1,18,7,0,22.400000000000002,0,0,0,0
2022,1,18,8,0,22.200000000000003,0,0,0,0
2022,1,18,9,0,21.8,0,0,0,0
2022,1,18,10,0,23,7,7,0,15
2022,1,18,11,0,25.400000000000002,19,19,0,196
2022,1,18,12,0,27.3,75,75,0,430
2022,1,18,13,0,28.700000000000003,387,447,91,654
2022,1,18,14,0,29.8,265,266,0,843
2022,1,18,15,0,30.3,173,173,0,972
2022,1,18,16,0,30.200000000000003,204,204,0,1041
2022,1,18,17,0,29.6,486,499,14,1043
2022,1,18,18,0,28.700000000000003,543,830,306,969
2022,1,18,19,0,27.700000000000003,67,67,0,837
2022,1,18,20,0,26.6,212,216,6,649
2022,1,18,21,0,25.200000000000003,240,358,247,430
2022,1,18,22,0,23.900000000000002,118,122,15,204
2022,1,18,23,0,23.1,11,11,0,22
2022,1,19,0,0,22.8,0,0,0,0
2022,1,19,1,0,22.6,0,0,0,0
2022,1,19,2,0,22.3,0,0,0,0
2022,1,19,3,0,21.8,0,0,0,0
2022,1,19,4,0,21.3,0,0,0,0
2022,1,19,5,0,20.900000000000002,0,0,0,0
2022,1,19,6,0,20.400000000000002,0,0,0,0
2022,1,19,7,0,19.900000000000002,0,0,0,0
2022,1,19,8,0,19.3,0,0,0,0
2022,1,19,9,0,18.7,0,0,0,0
2022,1,19,10,0,18.6,8,8,0,16
2022,1,19,11,0,18.7,63,198,542,198
2022,1,19,12,0,18.900000000000002,227,315,190,428
2022,1,19,13,0,19.700000000000003,299,538,364,645
2022,1,19,14,0,21.3,191,796,742,833
2022,1,19,15,0,23.1,407,770,391,971
2022,1,19,16,0,24.8,516,929,418,1053
2022,1,19,17,0,25.700000000000003,457,799,345,1064
2022,1,19,18,0,25.900000000000002,103,103,0,1000
2022,1,19,19,0,25.700000000000003,212,212,0,865
2022,1,19,20,0,25.200000000000003,160,160,0,677
2022,1,19,21,0,24.200000000000003,96,454,747,454
2022,1,19,22,0,23.1,61,61,0,218
2022,1,19,23,0,22.3,19,25,134,25
2022,1,20,0,0,22.1,0,0,0,0
2022,1,20,1,0,22,0,0,0,0
2022,1,20,2,0,21.8,0,0,0,0
2022,1,20,3,0,21.5,0,0,0,0
2022,1,20,4,0,21.200000000000003,0,0,0,0
2022,1,20,5,0,20.900000000000002,0,0,0,0
2022,1,20,6,0,20.6,0,0,0,0
2022,1,20,7,0,20.3,0,0,0,0
2022,1,20,8,0,20.1,0,0,0,0
2022,1,20,9,0,19.8,0,0,0,0
2022,1,20,10,0,21.3,8,8,0,14
2022,1,20,11,0,23.3,123,142,80,196
2022,1,20,12,0,25.6,112,113,2,433
2022,1,20,13,0,27.900000000000002,198,201,4,664
2022,1,20,14,0,29.3,288,295,9,859
2022,1,20,15,0,30,474,644,184,993
2022,1,20,16,0,30.3,465,794,333,1067
2022,1,20,17,0,30.200000000000003,430,843,417,1068
2022,1,20,18,0,29.8,461,546,91,997
2022,1,20,19,0,28.700000000000003,359,678,386,858
2022,1,20,20,0,27.400000000000002,348,376,42,667
2022,1,20,21,0,26.200000000000003,120,442,671,442
2022,1,20,22,0,25,134,147,50,208
2022,1,20,23,0,24,16,16,0,22
2022,1,21,0,0,23.700000000000003,0,0,0,0
2022,1,21,1,0,23.400000000000002,0,0,0,0
2022,1,21,2,0,23.1,0,0,0,0
2022,1,21,3,0,22.700000000000003,0,0,0,0
2022,1,21,4,0,22.400000000000002,0,0,0,0
2022,1,21,5,0,22,0,0,0,0
2022,1,21,6,0,21.700000000000003,0,0,0,0
2022,1,21,7,0,21.5,0,0,0,0
2022,1,21,8,0,21.400000000000002,0,0,0,0
2022,1,21,9,0,21.200000000000003,0,0,0,0
2022,1,21,10,0,22.8,12,14,79,14
2022,1,21,11,0,25.400000000000002,61,198,561,198
2022,1,21,12,0,27.700000000000003,85,438,767,438
2022,1,21,13,0,29.6,100,668,868,668
2022,1,21,14,0,31,112,862,923,862
2022,1,21,15,0,31.900000000000002,117,1002,955,1002
2022,1,21,16,0,32.4,469,653,187,1078
2022,1,21,17,0,32.5,423,806,386,1079
2022,1,21,18,0,32.1,489,562,78,1006
2022,1,21,19,0,31.5,387,435,57,870
2022,1,21,20,0,30.400000000000002,283,546,392,676
2022,1,21,21,0,28.8,257,335,163,447
2022,1,21,22,0,26.900000000000002,65,66,2,209
2022,1,21,23,0,25.1,13,13,0,21
2022,1,22,0,0,24.5,0,0,0,0
2022,1,22,1,0,24,0,0,0,0
2022,1,22,2,0,23.700000000000003,0,0,0,0
2022,1,22,3,0,23.1,0,0,0,0
2022,1,22,4,0,22.5,0,0,0,0
2022,1,22,5,0,21.900000000000002,0,0,0,0
2022,1,22,6,0,21.400000000000002,0,0,0,0
2022,1,22,7,0,21.200000000000003,0,0,0,0
2022,1,22,8,0,21.200000000000003,0,0,0,0
2022,1,22,9,0,21,0,0,0,0
2022,1,22,10,0,22.900000000000002,11,12,56,12
2022,1,22,11,0,26.5,66,194,534,194
2022,1,22,12,0,29.3,93,436,750,436
2022,1,22,13,0,31.3,109,668,857,668
2022,1,22,14,0,32.5,121,862,913,862
2022,1,22,15,0,33.2,126,1002,946,1002
2022,1,22,16,0,33.4,132,1074,954,1074
2022,1,22,17,0,33.300000000000004,99,1013,923,1075
2022,1,22,18,0,32.5,469,593,132,993
2022,1,22,19,0,31.3,381,628,298,854
2022,1,22,20,0,29.900000000000002,320,535,319,661
2022,1,22,21,0,28.6,198,208,21,433
2022,1,22,22,0,27,51,51,0,198
2022,1,22,23,0,25.5,14,14,0,17
2022,1,23,0,0,25,0,0,0,0
2022,1,23,1,0,24.8,0,0,0,0
2022,1,23,2,0,24.200000000000003,0,0,0,0
2022,1,23,3,0,23.700000000000003,0,0,0,0
2022,1,23,4,0,23.1,0,0,0,0
2022,1,23,5,0,22.700000000000003,0,0,0,0
2022,1,23,6,0,22.5,0,0,0,0
2022,1,23,7,0,22.3,0,0,0,0
2022,1,23,8,0,22.1,0,0,0,0
2022,1,23,9,0,22.1,0,0,0,0
2022,1,23,10,0,23.200000000000003,9,9,17,9
2022,1,23,11,0,25.6,85,180,401,180
2022,1,23,12,0,27.400000000000002,125,414,635,414
2022,1,23,13,0,28.700000000000003,304,313,13,644
2022,1,23,14,0,29.8,211,796,721,839
2022,1,23,15,0,30.1,254,256,2,987
2022,1,23,16,0,29.700000000000003,332,336,5,1061
